system,parameter,parameter_value,algorithm,seed,speedup,communication_overhead,load_balance,mq,algorithm_runtime_s,measurement_type
demo_eight_class,communication_latency,1.0,DTMC-GA,7,2.7431517712290936,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,2.0,DTMC-GA,7,2.63342570037993,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,4.0,DTMC-GA,7,2.4139735586816022,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.04,DTMC-GA,7,2.7190120356422773,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.08,DTMC-GA,7,2.7431517712290936,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.16,DTMC-GA,7,2.6948723000554615,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.24,DTMC-GA,7,2.6465928288818295,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,2.0,DTMC-GA,7,2.674572976948366,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,3.0,DTMC-GA,7,2.7431517712290936,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,4.0,DTMC-GA,7,2.674572976948366,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,5.0,DTMC-GA,7,2.6059941826676387,0.08033510549573954,0.8133402183672235,9.5602,0.033696783599953054,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,0.5,DTMC-GA,8,2.7692304454137058,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,1.0,DTMC-GA,8,2.7149318092291232,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,2.0,DTMC-GA,8,2.606334536859958,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,4.0,DTMC-GA,8,2.3891399921216285,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.04,DTMC-GA,8,2.6910404093079068,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.08,DTMC-GA,8,2.7149318092291232,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.16,DTMC-GA,8,2.6671490093866908,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.24,DTMC-GA,8,2.6193662095442583,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,2.0,DTMC-GA,8,2.6470585139983953,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,3.0,DTMC-GA,8,2.7149318092291232,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,4.0,DTMC-GA,8,2.6470585139983953,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,5.0,DTMC-GA,8,2.579185218767667,0.06440490817724129,0.8345489139789448,7.3111999999999995,0.03327333499983069,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,0.5,DTMC-GA,9,2.7714667050462976,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,1.0,DTMC-GA,9,2.717124220633625,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,2.0,DTMC-GA,9,2.6084392518082797,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,4.0,DTMC-GA,9,2.39106931415759,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.04,DTMC-GA,9,2.693213527492049,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.08,DTMC-GA,9,2.717124220633625,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.16,DTMC-GA,9,2.669302834350473,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,mutation_rate,0.24,DTMC-GA,9,2.621481448067321,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,2.0,DTMC-GA,9,2.649196115117784,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,3.0,DTMC-GA,9,2.717124220633625,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,4.0,DTMC-GA,9,2.649196115117784,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,number_of_modules,5.0,DTMC-GA,9,2.5812680096019434,0.08228973093359207,0.8846291618401649,9.9768,0.03321090919962444,phase3B_sensitivity_model_sweep
demo_eight_class,communication_latency,0.5,DTMC-GA,10,2.879990336576527,0.0644049081772413,0.8556589861322392,9.325399999999998,0.03317508339932829,phase3B_sensitivity_model_sweep
