system,algorithm,seed,generation,best_fitness,median_fitness,diversity,elapsed_s
plugin_platform_24,DTMC-GA,26,3,6.145393866072694,6.121972553274689,0.16351010101010102,0.0498461489987676
plugin_platform_24,DTMC-GA,26,4,6.318691713840551,6.145393866072694,0.059974747474747465,0.06166007999854628
plugin_platform_24,DTMC-GA,26,5,6.378003202715214,6.145393866072694,0.04482323232323229,0.07385120899925823
plugin_platform_24,DTMC-GA,26,6,6.431016005783635,6.378003202715214,0.07386363636363637,0.08605682899906242
plugin_platform_24,DTMC-GA,26,7,6.431016005783635,6.431016005783635,0.03345959595959596,0.09870352199868648
plugin_platform_24,DTMC-GA,27,0,6.519926433954172,6.185826570309565,0.8005050505050504,0.01381805299934058
plugin_platform_24,DTMC-GA,27,1,6.519926433954172,6.286936496949444,0.6837121212121211,0.02685780699903262
plugin_platform_24,DTMC-GA,27,2,6.5491062698171545,6.125434901956957,0.46464646464646464,0.039222957000674796
plugin_platform_24,DTMC-GA,27,3,6.5491062698171545,6.515433625796956,0.2152777777777778,0.052134687999568996
plugin_platform_24,DTMC-GA,27,4,6.5491062698171545,6.5491062698171545,0.0789141414141414,0.06471416000022145
plugin_platform_24,DTMC-GA,27,5,6.5491062698171545,6.5491062698171545,0.020833333333333325,0.07701838799948746
plugin_platform_24,DTMC-GA,27,6,6.608441049728258,6.5491062698171545,0.027777777777777783,0.08912418799991428
